firstTime,secondTime,corrAns,plusStart,secondStart,respStart,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,date,frameRate,expName,session,participant,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,0,0,0,15,space,0.983968440347,right,1,0.367772983945,2018_Dec_04_1655,None,TimingTask,001,evalley,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,0,1,1,14,,,right,1,0.500790470437,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,0,2,2,1,,,left,1,0.783947846587,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.5,2.5,right,2.0,3.0,5.5,0,0,0,0,0,3,3,11,,,right,1,0.63805129553,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,0,4,4,9,,,right,1,0.971248095647,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.3,4.4,right,3.8,4.8,9.2,0,0,0,0,0,5,5,3,,,right,1,0.484263408984,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,0,6,6,10,,,left,1,0.834178701501,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,0,7,7,5,,,left,1,0.733866609323,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,0,8,8,6,,,right,1,0.796400813739,2018_Dec_04_1655,None,TimingTask,001,evalley,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,0,9,9,4,,,left,1,0.750639430566,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,0,10,10,7,,,left,1,0.450712646503,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,0,11,11,19,,,left,1,0.534229730791,2018_Dec_04_1655,None,TimingTask,001,evalley,
4.4,3.3,left,4.9,5.9,9.2,0,0,0,0,0,12,12,13,,,left,1,0.746495931879,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,2.8,right,2.6,3.6,6.4,0,0,0,0,0,13,13,18,,,right,1,0.954837656316,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.7,1.4,right,1.2,2.2,3.6,0,0,0,0,0,14,14,0,,,right,1,0.404784863473,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,0,15,15,16,,,left,1,0.538079683061,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.8,2.1,left,3.3,4.3,6.4,0,0,0,0,0,16,16,8,,,left,1,0.517405140704,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,0,17,17,17,,,right,1,0.850589425275,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,0,18,18,2,,,right,1,0.850829211738,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,0,19,19,12,,,left,1,0.755052013466,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,1,0,20,2,,,right,1,1.10468371511,2018_Dec_04_1655,None,TimingTask,001,evalley,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,1,1,21,14,,,right,1,0.350951522743,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.3,4.4,right,3.8,4.8,9.2,0,0,0,0,1,2,22,3,,,right,1,0.683938403039,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,1,3,23,10,,,left,1,0.904751867945,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,1,4,24,19,,,right,0,0.484108955782,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.5,2.5,right,2.0,3.0,5.5,0,0,0,0,1,5,25,11,,,right,1,0.396672230396,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.7,1.4,right,1.2,2.2,3.6,0,0,0,0,1,6,26,0,,,right,1,0.717321058997,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,1,7,27,17,,,right,1,0.584078292698,2018_Dec_04_1655,None,TimingTask,001,evalley,
4.4,3.3,left,4.9,5.9,9.2,0,0,0,0,1,8,28,13,,,right,0,0.984150484635,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,1,9,29,1,,,left,1,0.646805634726,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,1,10,30,7,,,left,1,0.729822381662,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,1,11,31,15,,,right,1,0.484068280261,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,1,12,32,16,,,left,1,0.787955096501,2018_Dec_04_1655,None,TimingTask,001,evalley,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,1,13,33,4,,,right,0,1.06740957803,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,2.8,right,2.6,3.6,6.4,0,0,0,0,1,14,34,18,,,right,1,0.954810065229,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.8,2.1,left,3.3,4.3,6.4,0,0,0,0,1,15,35,8,,,left,1,1.07989667849,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,1,16,36,5,,,left,1,1.38408500558,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,1,17,37,9,,,right,1,1.08831139131,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,1,18,38,12,,,left,1,0.967388756718,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,1,19,39,6,,,right,1,0.696543263394,2018_Dec_04_1655,None,TimingTask,001,evalley,
,,,,,,0,0,0,0,,,,,,,,,,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.6,3.2,left,4.1,5.1,8.3,1,0,1,0,0,0,0,19,space,4.4177737235,right,0,0.000172657630173,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,0.9,left,2.3,3.3,4.2,1,0,1,0,0,1,1,5,,,left,1,0.000173795408045,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.7,1.8,left,3.2,4.2,6.0,1,0,1,0,0,2,2,7,,,right,0,10.1872843202,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.3,4.4,right,3.8,4.8,9.2,1,0,1,0,0,3,3,3,,,right,1,0.996467771903,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.2,1.8,right,1.7,2.7,4.5,1,0,1,0,0,4,4,2,,,right,1,0.696604703342,2018_Dec_04_1655,None,TimingTask,001,evalley,
9.9,8.8,left,10.4,11.4,20.2,1,0,1,0,0,5,5,4,,,right,0,0.671601773567,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.9,1.8,right,1.4,2.4,4.2,1,0,1,0,0,6,6,15,,,right,1,0.971441233259,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,3.5,right,2.6,3.6,7.1,1,0,1,0,0,7,7,6,,,right,1,0.404811601228,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.2,3.6,right,3.7,4.7,8.3,1,0,1,0,0,8,8,9,,,right,1,1.46719419688,2018_Dec_04_1655,None,TimingTask,001,evalley,
8.8,9.9,right,9.3,10.3,20.2,1,0,1,0,0,9,9,14,,,left,0,0.000185457619409,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.4,0.7,left,1.9,2.9,3.6,1,0,1,0,0,10,10,10,,,right,0,0.000175502072125,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.7,1.4,right,1.2,2.2,3.6,1,0,1,0,0,11,11,0,,,right,1,4.44602585939,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.5,2.1,left,4.0,5.0,7.1,1,0,1,0,0,12,12,16,,,right,0,0.513031242213,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,2.8,right,2.6,3.6,6.4,1,0,1,0,0,13,13,18,,,right,1,0.400778751336,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,1.2,left,2.3,3.3,4.5,1,0,1,0,0,14,14,12,,,left,1,0.600089941257,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.8,2.1,left,3.3,4.3,6.4,1,0,1,0,0,15,15,8,,,left,1,0.570158446798,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.5,1.5,left,3.0,4.0,5.5,1,0,1,0,0,16,16,1,,,right,0,0.500618950583,2018_Dec_04_1655,None,TimingTask,001,evalley,
4.4,3.3,left,4.9,5.9,9.2,1,0,1,0,0,17,17,13,,,right,0,0.517467718428,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.5,2.5,right,2.0,3.0,5.5,1,0,1,0,0,18,18,11,,,right,1,0.379671000458,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,2.7,right,2.3,3.3,6.0,1,0,1,0,0,19,19,17,,,right,1,0.700575259953,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.6,3.2,left,4.1,5.1,8.3,1,0,1,0,1,0,20,19,,,left,1,0.80063135235,2018_Dec_04_1655,None,TimingTask,001,evalley,
8.8,9.9,right,9.3,10.3,20.2,1,0,1,0,1,1,21,14,,,right,1,0.417541901475,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,2.8,right,2.6,3.6,6.4,1,0,1,0,1,2,22,18,,,right,1,9.5000733866,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.2,3.6,right,3.7,4.7,8.3,1,0,1,0,1,3,23,9,,,right,1,4.23777345043,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.5,2.5,right,2.0,3.0,5.5,1,0,1,0,1,4,24,11,,,right,1,0.250613830588,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.7,1.4,right,1.2,2.2,3.6,1,0,1,0,1,5,25,0,,,right,1,0.400673791425,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.7,1.8,left,3.2,4.2,6.0,1,0,1,0,1,6,26,7,,,left,1,0.47125378453,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.5,2.1,left,4.0,5.0,7.1,1,0,1,0,1,7,27,16,,,right,0,0.58429503918,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.4,0.7,left,1.9,2.9,3.6,1,0,1,0,1,8,28,10,,,right,0,0.517406847368,2018_Dec_04_1655,None,TimingTask,001,evalley,
0.9,1.8,right,1.4,2.4,4.2,1,0,1,0,1,9,29,15,,,right,1,0.334153385968,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.8,2.1,left,3.3,4.3,6.4,1,0,1,0,1,10,30,8,,,left,1,0.438234932706,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,2.7,right,2.3,3.3,6.0,1,0,1,0,1,11,31,17,,,right,1,0.367413446475,2018_Dec_04_1655,None,TimingTask,001,evalley,
9.9,8.8,left,10.4,11.4,20.2,1,0,1,0,1,12,32,4,,,left,1,0.554913090918,2018_Dec_04_1655,None,TimingTask,001,evalley,
3.3,4.4,right,3.8,4.8,9.2,1,0,1,0,1,13,33,3,,,right,1,0.367408895367,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.5,1.5,left,3.0,4.0,5.5,1,0,1,0,1,14,34,1,,,left,1,0.700716628722,2018_Dec_04_1655,None,TimingTask,001,evalley,
4.4,3.3,left,4.9,5.9,9.2,1,0,1,0,1,15,35,13,,,right,0,0.32999964729,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.2,1.8,right,1.7,2.7,4.5,1,0,1,0,1,16,36,2,,,left,0,0.696642818864,2018_Dec_04_1655,None,TimingTask,001,evalley,
2.1,3.5,right,2.6,3.6,7.1,1,0,1,0,1,17,37,6,,,right,1,0.000205937602004,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,1.2,left,2.3,3.3,4.5,1,0,1,0,1,18,38,12,,,right,0,0.000172657630173,2018_Dec_04_1655,None,TimingTask,001,evalley,
1.8,0.9,left,2.3,3.3,4.2,1,0,1,0,1,19,39,5,,,right,0,1.13397691678,2018_Dec_04_1655,None,TimingTask,001,evalley,
,,,,,,1,0,1,0,,,,,,,,,,2018_Dec_04_1655,None,TimingTask,001,evalley,
