firstTime,secondTime,corrAns,plusStart,secondStart,respStart,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,date,frameRate,expName,session,participant,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,0,0,0,5,space,1.30513393064,left,1,1.2214934451,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,0,1,1,1,,,left,1,0.750061582075,2018_Dec_04_1658,None,TimingTask,001,jhernand,
4.4,3.3,left,4.9,5.9,9.2,0,0,0,0,0,2,2,13,,,left,1,1.21722308663,2018_Dec_04_1658,None,TimingTask,001,jhernand,
0.7,1.4,right,1.2,2.2,3.6,0,0,0,0,0,3,3,0,,,right,1,0.933950102888,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,0,4,4,17,,,right,1,0.717390624108,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,0,5,5,10,,,left,1,0.917193504516,2018_Dec_04_1658,None,TimingTask,001,jhernand,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,0,6,6,15,,,right,1,0.712309600087,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,0,7,7,2,,,right,1,0.700787341222,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,0,8,8,9,,,right,1,0.621430582833,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,0,9,9,6,,,right,1,0.471568396082,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.1,2.8,right,2.6,3.6,6.4,0,0,0,0,0,10,10,18,,,right,1,1.07156555168,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,0,11,11,19,,,right,0,0.888146079145,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.8,2.1,left,3.3,4.3,6.4,0,0,0,0,0,12,12,8,,,right,0,1.46686881152,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,0,13,13,16,,,left,1,0.734114795923,2018_Dec_04_1658,None,TimingTask,001,jhernand,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,0,14,14,14,,,right,1,1.08785992838,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.3,4.4,right,3.8,4.8,9.2,0,0,0,0,0,15,15,3,,,right,1,0.584093604935,2018_Dec_04_1658,None,TimingTask,001,jhernand,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,0,16,16,4,,,left,1,0.700713670114,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.5,2.5,right,2.0,3.0,5.5,0,0,0,0,0,17,17,11,,,right,1,0.634045960382,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,0,18,18,12,,,left,1,0.967315104324,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,0,19,19,7,,,right,0,0.833313801559,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,1,0,20,19,,,right,0,0.488143803319,2018_Dec_04_1658,None,TimingTask,001,jhernand,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,1,1,21,14,,,right,1,1.35487721977,2018_Dec_04_1658,None,TimingTask,001,jhernand,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,1,2,22,4,,,left,1,5.1335999521,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,1,3,23,12,,,left,1,1.11728907749,2018_Dec_04_1658,None,TimingTask,001,jhernand,
4.4,3.3,left,4.9,5.9,9.2,0,0,0,0,1,4,24,13,,,left,1,1.55066289683,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,1,5,25,17,,,right,1,0.67152373842,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,1,6,26,6,,,right,1,0.783654423198,2018_Dec_04_1658,None,TimingTask,001,jhernand,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,1,7,27,15,,,right,1,0.783498263452,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.3,4.4,right,3.8,4.8,9.2,0,0,0,0,1,8,28,3,,,right,1,1.88274960686,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,1,9,29,9,,,right,1,3.95379029214e-05,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,1,10,30,5,,,left,1,1.18749214243,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,1,11,31,10,,,left,1,0.73338036146,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,1,12,32,7,,,left,1,1.10055665695,2018_Dec_04_1658,None,TimingTask,001,jhernand,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,1,13,33,16,,,left,1,0.833995898487,2018_Dec_04_1658,None,TimingTask,001,jhernand,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,1,14,34,1,,,left,1,0.704659193521,2018_Dec_04_1658,None,TimingTask,001,jhernand,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,1,15,35,2,,,left,0,5.80267515033e-05,2018_Dec_04_1658,None,TimingTask,001,jhernand,
