firstTime,secondTime,corrAns,plusStart,secondStart,respStart,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,date,frameRate,expName,session,participant,
0.7,1.4,right,1.2,2.2,3.6,0,0,0,0,0,0,0,0,space,3.42955260002,right,1,0.934051518096,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,0,1,1,19,,,left,1,0.980238211108,2018_Dec_04_1655,None,TimingTask,001,jhberman,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,0,2,2,14,,,left,0,0.571542796446,2018_Dec_04_1655,None,TimingTask,001,jhberman,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,0,3,3,4,,,left,1,0.987954339711,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.1,2.8,right,2.6,3.6,6.4,0,0,0,0,0,4,4,18,,,right,1,0.767435529968,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.3,4.4,right,3.8,4.8,9.2,0,0,0,0,0,5,5,3,,,right,1,1.05070651765,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,0,6,6,2,,,left,0,0.950751545141,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,0,7,7,7,,,left,1,0.788296412909,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,0,8,8,6,,,right,1,0.350706546335,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,0,9,9,9,,,right,1,0.350834261859,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,0,10,10,16,,,left,1,0.621455997927,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,0,11,11,5,,,left,1,0.617598075652,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.5,2.5,right,2.0,3.0,5.5,0,0,0,0,0,12,12,11,,,right,1,0.296895031119,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,0,13,13,1,,,left,1,1.00112810731,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.8,2.1,left,3.3,4.3,6.4,0,0,0,0,0,14,14,8,,,right,0,0.384188520722,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,0,15,15,10,,,left,1,0.621394273592,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,0,16,16,17,,,left,0,0.000186595832929,2018_Dec_04_1655,None,TimingTask,001,jhberman,
4.4,3.3,left,4.9,5.9,9.2,0,0,0,0,0,17,17,13,,,right,0,0.00018574250862,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,0,18,18,12,,,left,1,0.000183182302862,2018_Dec_04_1655,None,TimingTask,001,jhberman,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,0,19,19,15,,,right,1,0.00018488895148,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.6,3.2,left,4.1,5.1,8.3,0,0,0,0,1,0,20,19,,,left,1,0.000186026794836,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.5,1.5,left,3.0,4.0,5.5,0,0,0,0,1,1,21,1,,,right,0,0.000183466821909,2018_Dec_04_1655,None,TimingTask,001,jhberman,
0.9,1.8,right,1.4,2.4,4.2,0,0,0,0,1,2,22,15,,,right,1,0.000188302481547,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.2,3.6,right,3.7,4.7,8.3,0,0,0,0,1,3,23,9,,,left,0,0.000212764367461,2018_Dec_04_1655,None,TimingTask,001,jhberman,
0.7,1.4,right,1.2,2.2,3.6,0,0,0,0,1,4,24,0,,,right,1,0.000185173470527,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,2.7,right,2.3,3.3,6.0,0,0,0,0,1,5,25,17,,,left,0,1.00081578712,2018_Dec_04_1655,None,TimingTask,001,jhberman,
3.5,2.1,left,4.0,5.0,7.1,0,0,0,0,1,6,26,16,,,left,1,0.53412325494,2018_Dec_04_1655,None,TimingTask,001,jhberman,
8.8,9.9,right,9.3,10.3,20.2,0,0,0,0,1,7,27,14,,,right,1,0.504756909329,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,1.2,left,2.3,3.3,4.5,0,0,0,0,1,8,28,12,,,left,1,0.796673306497,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.8,2.1,left,3.3,4.3,6.4,0,0,0,0,1,9,29,8,,,right,0,0.463891606079,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.7,1.8,left,3.2,4.2,6.0,0,0,0,0,1,10,30,7,,,left,1,0.467388283694,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.1,3.5,right,2.6,3.6,7.1,0,0,0,0,1,11,31,6,,,right,1,0.417435828596,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.5,2.5,right,2.0,3.0,5.5,0,0,0,0,1,12,32,11,,,right,1,0.530002505751,2018_Dec_04_1655,None,TimingTask,001,jhberman,
2.1,2.8,right,2.6,3.6,6.4,0,0,0,0,1,13,33,18,,,left,0,0.833996136673,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.4,0.7,left,1.9,2.9,3.6,0,0,0,0,1,14,34,10,,,right,0,9.43005066249,2018_Dec_04_1655,None,TimingTask,001,jhberman,
9.9,8.8,left,10.4,11.4,20.2,0,0,0,0,1,15,35,4,,,right,0,0.367401453434,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.8,0.9,left,2.3,3.3,4.2,0,0,0,0,1,16,36,5,,,left,1,0.684139624704,2018_Dec_04_1655,None,TimingTask,001,jhberman,
1.2,1.8,right,1.7,2.7,4.5,0,0,0,0,1,17,37,2,,,left,0,0.650748956716,2018_Dec_04_1655,None,TimingTask,001,jhberman,
