firstTime,secondTime,corrAns,plusStart,secondStart,respStart,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,date,frameRate,expName,session,participant,
1.5,2.5,right,2.0,3.0,5.5,1,0,1,0,0,6,6,11,,,right,1,0.41330581042,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
8.8,9.9,right,9.3,10.3,20.2,1,0,1,0,0,7,7,14,,,right,1,0.700559673365,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.5,1.5,left,3.0,4.0,5.5,1,0,1,0,0,8,8,1,,,left,1,0.721638731426,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.1,2.8,right,2.6,3.6,6.4,1,0,1,0,0,9,9,18,,,right,1,0.633905465249,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
0.9,1.8,right,1.4,2.4,4.2,1,0,1,0,0,10,10,15,,,right,1,0.45111050061,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,2.7,right,2.3,3.3,6.0,1,0,1,0,0,11,11,17,,,right,1,0.329853152391,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.8,2.1,left,3.3,4.3,6.4,1,0,1,0,0,12,12,8,,,left,1,0.563240871765,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
0.7,1.4,right,1.2,2.2,3.6,1,0,1,0,0,13,13,0,,,right,1,0.380252484698,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
9.9,8.8,left,10.4,11.4,20.2,1,0,1,0,0,14,14,4,,,left,1,1.26681964099,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,1.2,left,2.3,3.3,4.5,1,0,1,0,0,15,15,12,,,left,1,1.11325904774,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
3.2,3.6,right,3.7,4.7,8.3,1,0,1,0,0,16,16,9,,,right,1,0.54670610209,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,0.9,left,2.3,3.3,4.2,1,0,1,0,0,17,17,5,,,left,1,0.863231314579,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.1,3.5,right,2.6,3.6,7.1,1,0,1,0,0,18,18,6,,,right,1,0.546357657295,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.2,1.8,right,1.7,2.7,4.5,1,0,1,0,0,19,19,2,,,right,1,0.68004666036,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.7,1.8,left,3.2,4.2,6.0,1,0,1,0,1,0,20,7,,,left,1,0.629924377427,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.1,2.8,right,2.6,3.6,6.4,1,0,1,0,1,1,21,18,,,left,0,0.667421298334,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
3.5,2.1,left,4.0,5.0,7.1,1,0,1,0,1,2,22,16,,,left,1,0.779827296501,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.2,1.8,right,1.7,2.7,4.5,1,0,1,0,1,3,23,2,,,right,1,1.18396175699,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.5,1.5,left,3.0,4.0,5.5,1,0,1,0,1,4,24,1,,,left,1,0.713024892844,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
4.4,3.3,left,4.9,5.9,9.2,1,0,1,0,1,5,25,13,,,left,1,0.913262859453,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
3.3,4.4,right,3.8,4.8,9.2,1,0,1,0,1,6,26,3,,,right,1,0.679794073338,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
0.7,1.4,right,1.2,2.2,3.6,1,0,1,0,1,7,27,0,,,right,1,0.000772551633418,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
3.2,3.6,right,3.7,4.7,8.3,1,0,1,0,1,8,28,9,,,right,1,0.713599755662,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
9.9,8.8,left,10.4,11.4,20.2,1,0,1,0,1,9,29,4,,,left,1,0.833934080554,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,1.2,left,2.3,3.3,4.5,1,0,1,0,1,10,30,12,,,left,1,0.938278062968,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
3.6,3.2,left,4.1,5.1,8.3,1,0,1,0,1,11,31,19,,,left,1,0.796612377511,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
8.8,9.9,right,9.3,10.3,20.2,1,0,1,0,1,12,32,14,,,right,1,1.12146243243,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,0.9,left,2.3,3.3,4.2,1,0,1,0,1,13,33,5,,,left,1,0.896920089843,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.5,2.5,right,2.0,3.0,5.5,1,0,1,0,1,14,34,11,,,right,1,0.645915288944,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.4,0.7,left,1.9,2.9,3.6,1,0,1,0,1,15,35,10,,,left,1,0.871481916867,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.1,3.5,right,2.6,3.6,7.1,1,0,1,0,1,16,36,6,,,right,1,0.863234158838,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
1.8,2.7,right,2.3,3.3,6.0,1,0,1,0,1,17,37,17,,,right,1,0.388061344391,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
0.9,1.8,right,1.4,2.4,4.2,1,0,1,0,1,18,38,15,,,right,1,0.413509188453,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
2.8,2.1,left,3.3,4.3,6.4,1,0,1,0,1,19,39,8,,,left,1,0.671512750909,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
,,,,,,1,0,1,0,,,,,,,,,,2018_Dec_04_1658,60.1051440235,TimingTask,001,yeohde,
