firstTime,secondTime,corrAns,plusStart,secondStart,respStart,randNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,space,2.8360947109977133,,,,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,1.2,left,2.3,3.3,4.5,0.17368025899999998,0,0,0,0,,,,,,,,,,,,,,,left,1,1.2212832289988,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.6,3.2,left,4.1,5.1,8.3,0.41458448299999995,0,1,1,1,,,,,,,,,,,,,,,right,0,0.6688642910012277,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.5,1.5,left,3.0,4.0,5.5,0.148607464,0,2,2,2,,,,,,,,,,,,,,,left,1,1.0688008049983182,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,2.7,right,2.3,3.3,6.0,0.13554984,0,3,3,3,,,,,,,,,,,,,,,right,1,0.38551122799981385,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.2,1.8,right,1.7,2.7,4.5,0.309174352,0,4,4,4,,,,,,,,,,,,,,,right,1,0.2688025719980942,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
8.8,9.9,right,9.3,10.3,20.2,0.7009299529999999,0,5,5,5,,,,,,,,,,,,,,,right,1,0.5021251900034258,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.3,4.4,right,3.8,4.8,9.2,0.705723743,0,6,6,6,,,,,,,,,,,,,,,right,1,0.5687837309997121,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.5,2.1,left,4.0,5.0,7.1,0.544523215,0,7,7,7,,,,,,,,,,,,,,,right,0,0.3670279580001079,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.4,0.7,left,1.9,2.9,3.6,0.53553232,0,8,8,8,,,,,,,,,,,,,,,right,0,2.0021770519997517,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
4.4,3.3,left,4.9,5.9,9.2,0.255641654,0,9,9,9,,,,,,,,,,,,,,,left,1,1.4188004220013681,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.2,3.6,right,3.7,4.7,8.3,0.140100939,0,10,10,10,,,,,,,,,,,,,,,right,1,0.3837994869973045,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.8,2.1,left,3.3,4.3,6.4,0.019093293,0,11,11,11,,,,,,,,,,,,,,,right,0,0.9522030260013707,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.9,1.8,right,1.4,2.4,4.2,0.461070472,0,12,12,12,,,,,,,,,,,,,,,right,1,0.30206669000108377,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,2.8,right,2.6,3.6,6.4,0.22761601199999998,0,13,13,13,,,,,,,,,,,,,,,right,1,0.5353803049983981,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.7,1.4,right,1.2,2.2,3.6,0.436550891,0,14,14,14,,,,,,,,,,,,,,,right,1,0.3024487490001775,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,0.9,left,2.3,3.3,4.2,0.028891147000000002,0,15,15,15,,,,,,,,,,,,,,,left,1,0.8855650190016604,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.7,1.8,left,3.2,4.2,6.0,0.277400549,0,16,16,16,,,,,,,,,,,,,,,left,1,1.1688350849981362,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
9.9,8.8,left,10.4,11.4,20.2,0.9607848720000001,0,17,17,17,,,,,,,,,,,,,,,right,0,1.0521935220021987,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,3.5,right,2.6,3.6,7.1,0.609327094,0,18,18,18,,,,,,,,,,,,,,,right,1,0.552208436998626,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.5,2.5,right,2.0,3.0,5.5,0.487304505,0,19,19,19,,,,,,,,,,,,,,,right,1,0.11885386499852757,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2863863839993428,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
9.9,8.8,left,10.4,11.4,20.2,0.6005130679999999,,,,,0,0,0,0,,,,,,,,,,,right,0,0.7520733890014526,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.5,2.5,right,2.0,3.0,5.5,0.805142221,,,,,0,1,1,1,,,,,,,,,,,right,1,0.2855076999985613,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.7,1.4,right,1.2,2.2,3.6,0.70587608,,,,,0,2,2,2,,,,,,,,,,,right,1,0.3685827730005258,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.2,1.8,right,1.7,2.7,4.5,0.276216099,,,,,0,3,3,3,,,,,,,,,,,right,1,0.3188136429998849,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.3,4.4,right,3.8,4.8,9.2,0.803512663,,,,,0,4,4,4,,,,,,,,,,,right,1,0.7688090139999986,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,2.8,right,2.6,3.6,6.4,0.26721103399999996,,,,,0,5,5,5,,,,,,,,,,,right,1,1.335461201997532,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.8,2.1,left,3.3,4.3,6.4,0.1426323,,,,,0,6,6,6,,,,,,,,,,,left,1,0.7004230660022586,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.7,1.8,left,3.2,4.2,6.0,0.15619143,,,,,0,7,7,7,,,,,,,,,,,left,1,0.9521844549999514,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
8.8,9.9,right,9.3,10.3,20.2,0.549248995,,,,,0,8,8,8,,,,,,,,,,,right,1,0.4021539940004004,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.5,1.5,left,3.0,4.0,5.5,0.358211186,,,,,0,9,9,9,,,,,,,,,,,left,1,0.4355266130005475,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,0.9,left,2.3,3.3,4.2,0.907401646,,,,,0,10,10,10,,,,,,,,,,,right,0,0.7854583879998245,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.2,3.6,right,3.7,4.7,8.3,0.40261677799999995,,,,,0,11,11,11,,,,,,,,,,,right,1,0.3004296979997889,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,3.5,right,2.6,3.6,7.1,0.699018652,,,,,0,12,12,12,,,,,,,,,,,right,1,1.1686721639998723,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,2.7,right,2.3,3.3,6.0,0.8590765890000001,,,,,0,13,13,13,,,,,,,,,,,left,0,1.5521464199991897,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.4,0.7,left,1.9,2.9,3.6,0.413030013,,,,,0,14,14,14,,,,,,,,,,,left,1,1.2355207030013844,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.6,3.2,left,4.1,5.1,8.3,0.12198344800000001,,,,,0,15,15,15,,,,,,,,,,,right,0,0.8022299269978248,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
4.4,3.3,left,4.9,5.9,9.2,0.7908218929999999,,,,,0,16,16,16,,,,,,,,,,,left,1,1.435480059000838,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.5,2.1,left,4.0,5.0,7.1,0.149007794,,,,,0,17,17,17,,,,,,,,,,,left,1,0.45221925499936333,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,1.2,left,2.3,3.3,4.5,0.44825194799999996,,,,,0,18,18,18,,,,,,,,,,,left,1,1.8837340119971486,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.9,1.8,right,1.4,2.4,4.2,0.35938568299999996,,,,,0,19,19,19,,,,,,,,,,,right,1,0.3354632059999858,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4193592929987062,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.7,1.8,left,3.2,4.2,6.0,0.09224181599999999,,,,,,,,,0,0,0,0,,,,,,,left,1,0.6521656929980963,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,2.7,right,2.3,3.3,6.0,0.320860695,,,,,,,,,0,1,1,1,,,,,,,right,1,0.519231149002735,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.7,1.4,right,1.2,2.2,3.6,0.091696964,,,,,,,,,0,2,2,2,,,,,,,right,1,0.3689321090023441,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
4.4,3.3,left,4.9,5.9,9.2,0.010112259,,,,,,,,,0,3,3,3,,,,,,,left,1,0.6022149630007334,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
0.9,1.8,right,1.4,2.4,4.2,0.877480265,,,,,,,,,0,4,4,4,,,,,,,right,1,0.35213686899805907,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,0.9,left,2.3,3.3,4.2,0.74232345,,,,,,,,,0,5,5,5,,,,,,,left,1,0.8188662760003353,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.8,1.2,left,2.3,3.3,4.5,0.307053849,,,,,,,,,0,6,6,6,,,,,,,right,0,1.1853611570004432,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.6,3.2,left,4.1,5.1,8.3,0.331236492,,,,,,,,,0,7,7,7,,,,,,,left,1,0.9188746719992196,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.5,1.5,left,3.0,4.0,5.5,0.778562476,,,,,,,,,0,8,8,8,,,,,,,left,1,1.0022239469981287,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.2,1.8,right,1.7,2.7,4.5,0.18131893100000002,,,,,,,,,0,9,9,9,,,,,,,left,0,0.7521889439994993,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.8,2.1,left,3.3,4.3,6.4,0.897215002,,,,,,,,,0,10,10,10,,,,,,,left,1,1.2020166299989796,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,2.8,right,2.6,3.6,6.4,0.734438325,,,,,,,,,0,11,11,11,,,,,,,right,1,0.3524644419994729,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.2,3.6,right,3.7,4.7,8.3,0.716372322,,,,,,,,,0,12,12,12,,,,,,,right,1,0.6855924000010418,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.1,3.5,right,2.6,3.6,7.1,0.2797458,,,,,,,,,0,13,13,13,,,,,,,left,0,0.9851718730024004,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.4,0.7,left,1.9,2.9,3.6,0.038284202,,,,,,,,,0,14,14,14,,,,,,,left,1,0.6521209229977103,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
9.9,8.8,left,10.4,11.4,20.2,0.656448526,,,,,,,,,0,15,15,15,,,,,,,right,0,0.602164238000114,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.5,2.1,left,4.0,5.0,7.1,0.25078508899999996,,,,,,,,,0,16,16,16,,,,,,,left,1,0.7354034089985362,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
8.8,9.9,right,9.3,10.3,20.2,0.055985873,,,,,,,,,0,17,17,17,,,,,,,right,1,0.4671456500000204,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
1.5,2.5,right,2.0,3.0,5.5,0.279030548,,,,,,,,,0,18,18,18,,,,,,,right,1,0.36878664199684863,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
3.3,4.4,right,3.8,4.8,9.2,0.6214470879999999,,,,,,,,,0,19,19,19,,,,,,,right,1,0.5019569989999582,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4530407049969654,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.5,1.5,left,3.0,4.0,5.5,0.9526453340000001,,,,,,,,,,,,,0,0,0,0,,,left,1,1.085410313000466,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.8,2.1,left,3.3,4.3,6.4,0.962497787,,,,,,,,,,,,,0,1,1,1,,,right,0,1.685537015000591,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
2.7,1.8,left,3.2,4.2,6.0,0.06690605599999999,,,,,,,,,,,,,0,2,2,2,,,right,0,1.6355096000006597,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
8.8,9.9,right,9.3,10.3,20.2,0.09555333099999999,,,,,,,,,,,,,0,3,3,3,,,right,1,1.068826896000246,,,,,,,634,001,2019_Apr_12_1643,TimingTask,3.0.4,59.97896165910042,
