firstTime,secondTime,corrAns,plusStart,secondStart,respStart,randNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_2.keys,key_resp_2.rt,rtRound1_3.keys,rtRound1_3.corr,rtRound1_3.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,space,2.0687749309872743,,,,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
1.8,1.2,left,2.3,3.3,4.5,0.17368025899999998,0,0,0,0,,,,,,,,,,,,,,,left,1,0.6526707390148658,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
3.6,3.2,left,4.1,5.1,8.3,0.41458448299999995,0,1,1,1,,,,,,,,,,,,,,,right,0,0.6855770540132653,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
2.5,1.5,left,3.0,4.0,5.5,0.148607464,0,2,2,2,,,,,,,,,,,,,,,left,1,1.0689729559817351,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
1.8,2.7,right,2.3,3.3,6.0,0.13554984,0,3,3,3,,,,,,,,,,,,,,,right,1,0.4022136550047435,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
1.2,1.8,right,1.7,2.7,4.5,0.309174352,0,4,4,4,,,,,,,,,,,,,,,right,1,0.43571942698326893,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
8.8,9.9,right,9.3,10.3,20.2,0.7009299529999999,0,5,5,5,,,,,,,,,,,,,,,right,1,0.7355860430106986,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
3.3,4.4,right,3.8,4.8,9.2,0.705723743,0,6,6,6,,,,,,,,,,,,,,,right,1,0.46731411200016737,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
3.5,2.1,left,4.0,5.0,7.1,0.544523215,0,7,7,7,,,,,,,,,,,,,,,left,1,1.1523694030183833,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
1.4,0.7,left,1.9,2.9,3.6,0.53553232,0,8,8,8,,,,,,,,,,,,,,,left,1,0.8189889419882093,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
4.4,3.3,left,4.9,5.9,9.2,0.255641654,0,9,9,9,,,,,,,,,,,,,,,left,1,0.6190043339738622,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
3.2,3.6,right,3.7,4.7,8.3,0.140100939,0,10,10,10,,,,,,,,,,,,,,,left,0,0.902107418020023,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
2.8,2.1,left,3.3,4.3,6.4,0.019093293,0,11,11,11,,,,,,,,,,,,,,,left,1,1.0522326430073008,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
0.9,1.8,right,1.4,2.4,4.2,0.461070472,0,12,12,12,,,,,,,,,,,,,,,right,1,0.30209061500499956,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
2.1,2.8,right,2.6,3.6,6.4,0.22761601199999998,0,13,13,13,,,,,,,,,,,,,,,right,1,0.46896626500529237,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
0.7,1.4,right,1.2,2.2,3.6,0.436550891,0,14,14,14,,,,,,,,,,,,,,,right,1,0.35222273800172843,,,,,,,596,001,2019_Mar_22_1332,TimingTask,3.0.4,59.98759757102432,
